id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1377344063330918403,Eileen Clarke,,Stay Calm. Eat Chocolate.,2011-07-08 21:51:27,78,546,2631,False,2021-03-31 19:36:29,Very happy to join the Covid vaccination club #PfizerBioNTech #Covid_19 https://t.co/6hbVHafO6d,"['PfizerBioNTech', 'Covid_19']",Twitter for iPhone,0,3,False
1347208730794983425,thatsonofjacob,,1 Thessalonians 5:21 Prove all things; hold fast that which is good. #FACTS ONLY • allergic to dogma •,2019-09-25 05:34:08,16,10,528,False,2021-01-07 15:49:26,@News24 @BISouthAfrica Back in December y’all ridiculed #ChiefJustice #MogoengMogoeng for saying this… https://t.co/boQfzkwkpR,"['ChiefJustice', 'MogoengMogoeng']",Twitter for iPhone,0,0,False
1338149264778784772,Perses Mixcoatl,,,2009-09-21 19:45:57,12,45,508,False,2020-12-13 15:50:20,"@tedcruz We know Trumpkins like you are not as informed- so here goes:
1) #PfizerBioNTech vaccine was developed in… https://t.co/uPLiBfjzjh",['PfizerBioNTech'],Twitter for Android,0,0,False
1365584946467729408,WanDi,"Kuala Lumpur, Malaysia",Life is short,2009-05-11 17:01:33,572,2960,5803,False,2021-02-27 08:49:57,Comirnaty Covid-19 vaccine #PfizerBioNTech #PfizerVaccine #vaccine #malaysiavaccination https://t.co/EbhumKNAH1,"['PfizerBioNTech', 'PfizerVaccine', 'vaccine', 'malaysiavaccination']",Twitter for Android,0,1,False
1398617950504964097,TheIndependent.in,"Gurgaon, India",https://t.co/qDlxosbwEE,2017-11-22 13:27:34,661,46,82,False,2021-05-29 12:31:19,"https://t.co/80S8pUJotV
Pfizer-BioNTech’s COVID-19 vaccine becomes the one to be approved by EU for children aged 1… https://t.co/sCgdsOa2WG",,Twitter Web App,0,0,False
1348153152134991874,ATASC,"Southern CA, USA",Association of Turkish Americans of Southern California,2009-09-24 14:54:13,285,104,900,False,2021-01-10 06:22:13,"#Turks are very proud of them ,
#CovidVaccine #PfizerBioNTech https://t.co/SgwpyJDNUw","['Turks', 'CovidVaccine', 'PfizerBioNTech']",Twitter for iPhone,2,7,False
1351505825974644738,Girish Aidasani,"Dubai, Mumbai",Live and let live,2011-01-27 18:31:59,116,160,976,False,2021-01-19 12:24:33,@JassimAlseddiqi Which one #sinopharm or #PfizerBioNTech  💉 ?,"['sinopharm', 'PfizerBioNTech']",Twitter for iPhone,0,0,False
1354900079891644418,Geoffrey Oliver,"Richmond, VA","Actor, writer, movie lover, pop-culture fan, rocket scientist, President of the United States, anything you want me to be!",2010-02-20 06:50:23,359,2744,1759,False,2021-01-28 21:12:06,Got the first dose of the #PfizerBioNTech #vaccine! https://t.co/qu0zaT54mb,"['PfizerBioNTech', 'vaccine']",Twitter for iPhone,0,1,False
1344854678127824896,Annu Kaushik,"New Delhi, India",International news journalist @WIONews | Former @CNNnews18 | Historian | Traveller | @ACJIndia alum,2016-07-26 07:24:21,513,129,1584,False,2021-01-01 03:55:16,2021 begins on a good note. Pfizer has become the first COVID vaccine to be approved by the WHO. This gives a green… https://t.co/sGIlfpEiXq,,Twitter Web App,0,0,False
1339947759760191489,Isa Alhrout,ليس مهم ,عالم تويتر المزيّف...,2019-09-19 06:41:30,142,125,6691,False,2020-12-18 14:56:55,@7orryya98 Absolutely right... It supposed to be The last choice.. It's not about just #PfizerBioNTech  or… https://t.co/4Unsdgk08h,['PfizerBioNTech'],Twitter for Android,1,1,False
1377195849038524416,theSun,Petaling Jaya,Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.,2009-07-29 01:58:44,143598,461,176,False,2021-03-31 09:47:32,"The number of Covid-19 cases today, 31 Mar 2021.

Remember to observe safety and protective measures when you’re ou… https://t.co/GAn5L2YEHE",,Twitter for iPhone,2,1,False
1342899583173734402,"Leslie Algase MD, FACP",,"Proud internist and Governor for @NYACP,  @ACPInternists",2018-04-27 21:28:56,105,119,513,False,2020-12-26 18:26:25,Proud to have received #PfizerBioNTech vaccine today. Much more comfortable than wearing PPE all day! Grateful to l… https://t.co/MU8PUNwnGt,['PfizerBioNTech'],Twitter for Android,0,9,False
1382656953416056837,Jane Brown,"Toronto, ON",Assoc. News Director @zoomerradio @classical963fm / The Morning Zoom with Sam & Jane https://t.co/uZ39jqk6S9 / @BladderCancerCA Advocate #InMemoryOfMom / #WeTheNorth,2013-02-28 16:39:40,2898,1644,7551,False,2021-04-15 11:28:00,"All the COVID vaccine makers are developing catch all booster shots, as Canada begins process of procurement.… https://t.co/ktx4meUf4v",,Twitter Web App,6,6,False
1404716768208195588,Quantum,Earth most of the time,"There are 3 types of people in this world
Those who understand QC
Those who do not understand QC
And those who both simultaneously do and do not understand QC",2021-04-26 20:55:16,440,536,289,False,2021-06-15 08:25:50,"ENOUGH @DrBonnieHenry @adriandix  @CPHO_Canada 
@JustinTrudeau @csiscanada @rcmp #BiologicalAttack on us Innocent p… https://t.co/XRb82unrRk",['BiologicalAttack'],Twitter Web App,0,1,False
1363249045632733185,MARKTIMUS PRIME,"ÜT: 43.575193,-79.714671",Are you in or are you in my way?                                        You can be mean when you look this clean 😎,2008-09-08 03:42:48,180,473,552,False,2021-02-20 22:07:55,Just Deux It!! Round Deux Completed💉 #justdoit #justdidit #covid_19 #covid19vacccine #pfizer #pfizervacine… https://t.co/SYd9vZfEoz,"['justdoit', 'justdidit', 'covid_19', 'covid19vacccine', 'pfizer', 'pfizervacine']",Instagram,0,0,False
1380904153376038912,Alexandra Superbonita,"Hamburg, Germany",You reap what you sow,2017-09-12 16:37:25,121,582,29697,False,2021-04-10 15:23:00,Got my 2nd shot of #PfizerBiontech today 🍾,['PfizerBiontech'],Twitter for Android,0,1,False
1428046229724962818,Rocky D Antonio,Norway_Oslo,Pro-Surfer in Costa Rica World #1,2011-03-04 19:45:06,82,717,17108,False,2021-08-18 17:28:47,I got first vaccine dose #1 #PfizerBiontech &amp; now they will mixed up vaccine the dose #2 shots jab with #Moderna wh… https://t.co/4IMhru4j5I,"['PfizerBiontech', 'Moderna']",Twitter for iPhone,0,0,False
1345751233622016000,The Pigeon Express - TPE,online,TPE Official : The world's oldest messenger revived #TPEoorhh || Instagram: thepigeonexpress,2018-09-29 07:47:17,3052,67,3608,False,2021-01-03 15:17:51,Israel has already injected Pfizer-BioNTech vaccine in 12 percent of its population #PfizerVaccine #PfizerBioNTech… https://t.co/oDtwURAYSS,"['PfizerVaccine', 'PfizerBioNTech']",Twitter Web App,2,5,False
1341787988896919555,FinanceTweeter,,,2010-08-15 10:10:28,1306,1,1,False,2020-12-23 16:49:20,"Identify, Investigate, Negotiate - As #Malaysia Struggles, Neighbour #Singapore Reveals How It Speedily Gained… https://t.co/kieRdeBPRE","['Malaysia', 'Singapore']",Twitter Web App,3,2,False
1348394298652418048,Lauren 💕🏒,"Newark-on-Trent, England","Nottingham Panthers! 😺🏒 Season Ticket Holder Block 17, Dylan Malmquist Silver Sponsor 💛🖤🐾 #BeTheRoar #PanthersNation",2011-08-18 09:45:09,855,801,10004,False,2021-01-10 22:20:27,Feeling honoured to have been able to have this today.! Well worth the sore arm.. Just gotta wait for dose number 2… https://t.co/axF2nlK8wA,,Twitter for iPhone,0,12,False
1396926118721167368,Robbie Walsh,"Dublin, Ireland",Daydreamer & night thinker | Music lover & #ManUtd fan | Emergency Medical Controller 🚑 | Predictably unpredictable | #BeKind | Where would you like to start?,2011-04-03 12:17:30,224,177,1166,False,2021-05-24 20:28:34,Got my text to receive the 2nd dose of the #COVID19 #PfizerBioNtech on Wednesday in Citywest. Got the 2nd dose 4 mo… https://t.co/wEox0ACI5E,"['COVID19', 'PfizerBioNtech']",Twitter for Android,0,1,False
1347852577053020160,Lethoba Tumang Frank,Earth Africa South Africa KZN,CEO🕴️|Entrepreneur💻|Salesman💼| Lethoba_Holdings👨‍👩‍👧‍👦| Live_Stock🚜| Goats🐐| Sheeps🐑| Excuberant_Deep_Session🎶| Slide to my DM✉️| ☎️/📲| 0719064680|,2015-06-02 08:37:48,1190,1324,544,False,2021-01-09 10:27:50,"2. Do you blindly trust Pfizer, CNN, Bill Gates, Fauci and the biased media monopolies when they tell you the exper… https://t.co/h5rzSxWpZt",,Twitter for Android,0,0,False
1355144363995754497,Sonja|ajnoS,,"Physio, Dancer, Traveller, Outdoors Fan",2014-03-06 14:28:15,78,753,8568,False,2021-01-29 13:22:48,"#Novartis just agreed to produce #PfizerBioNTech vaccine in their own plant in Switzerland! 
👏👏👏 https://t.co/OyagJIJxiT","['Novartis', 'PfizerBioNTech']",Twitter for Android,0,0,False
1338220193227677699,Braderz73🌹#GTTO 🇪🇺 🇬🇧,"Bristol, UK","One of those lefty types, I believe in a fairer future for all. I also luv throwin' myself down steep trails on my MTB! Ex-Labour.

#DisabilityRights",2012-07-24 08:18:51,6431,6291,45005,False,2020-12-13 20:32:11,@chesleydohl @Audie_Murphy45 @cspan So why is Trump claiming the #PfizerBioNTech vaccine as one of his administrati… https://t.co/coClJkakMt,['PfizerBioNTech'],Twitter for Android,0,0,False
1403730708573691905,مقرب تارڑ,Venice italy,Go to Hell 🤭,2015-08-02 10:32:19,1152,92,19098,False,2021-06-12 15:07:35,"Got my ist shot #PfizerBiontech 
#vaccination https://t.co/GMeCl148AU","['PfizerBiontech', 'vaccination']",Twitter for iPhone,2,9,False
1342046635828908033,UAEVOICE,UAE ,"UAEVOICE_ English .. covers news, business, sport and the arts throughout the United Arab Emirates in particular, the world in general.",2019-12-06 16:24:33,1194,375,1305,False,2020-12-24 09:57:06,"The #UAE is one of the first countries to register the #PfizerBioNTech vaccine.
#COVID19Vaccine 
#Vaccines 
🇦🇪👏👏👇👇 https://t.co/uT3oW5mZqE","['UAE', 'PfizerBioNTech', 'COVID19Vaccine', 'Vaccines']",Twitter Web App,0,0,False
1380149547859652608,"Steven Kridel, PhD",Wake Forest SOM ,"Dad, husband, cancer researcher, mountain biker. Eager to mentor/train junior scientists. Can Bio PhD Program Director. Positive vibe, critical view. 🧫🧬🚵‍♂️",2018-09-05 13:32:14,92,302,1039,False,2021-04-08 13:24:28,Life suddenly feels a little different having just received my 2nd #COVIDVaccination. #PfizerBiontech in and educat… https://t.co/4wvmyaW10z,"['COVIDVaccination', 'PfizerBiontech']",Twitter for iPhone,0,2,False
1414028868516646917,"LCol Leilani Doyle BSc, MD, MSc, FRCPC","Ontario, Canada","Anesthesiologist, Flight Surgeon, Forward AE, CCAE, austere military DCR/DCS junkie, Canadian Armed Forces, CMERT. Opinions are my own. She/her",2014-01-25 14:18:29,3605,781,79105,False,2021-07-11 01:08:48,"Like for all, it’s been a really long pandemic. This #MomHug moment is brought to you by #science #STEM… https://t.co/B7YE0cvVOL","['MomHug', 'science', 'STEM']",Twitter for iPhone,4,88,False
1433065102878535688,Murad Sarkar Mikat,"Gaibanda, Bangladesh","Joint General Secretary,Palashbari Upazila BSL.",2017-09-13 10:16:24,465,392,1576,False,2021-09-01 13:52:00,10 lakh doses of #PfizerBioNTech #Covid19Vaccine will arrive in #Bangladesh from #UnitedStates today. The next 50 l… https://t.co/kU3g13CpeA,"['PfizerBioNTech', 'Covid19Vaccine', 'Bangladesh', 'UnitedStates']",TweetDeck,0,1,False
1347395205004189697,Sirisha Bheemaneni,Dallas,,2010-09-07 02:47:55,525,87,306,False,2021-01-08 04:10:24,Got my booster zab 💉 #PfizerBioNTech #mask 😷up #StaySafeStayHealthy https://t.co/pOWsaCn7iA,"['PfizerBioNTech', 'mask', 'StaySafeStayHealthy']",Twitter for iPhone,1,1,False
1346309407794221056,Christine Ni,"San Francisco, CA",Producer @nbcbayarea. 6xEmmy winner. Docu-series @RevelationsNBC. Storyteller. Traveler. Foodie. Wino. christine.ni@nbcuni.com|IG: @christineni,2011-01-21 14:30:12,842,560,5342,True,2021-01-05 04:15:50,Delays in the vaccine rollout have doctors debating other options to get more people vaccinated. Two half doses? Or… https://t.co/BT7d0MiOgr,,Twitter Web App,2,4,False
1346404920631713792,Gulf News,United Arab Emirates,"Content that matters, and you can trust. The official Twitter feed from Gulf News.",2009-02-11 08:21:32,1185466,229,754,True,2021-01-05 10:35:22,#MonaAlMarri and her mother receive #PfizerBioNTech #vaccine in #Dubai on Tuesday. Director General of Dubai Media… https://t.co/V1sJx3w1cq,"['MonaAlMarri', 'PfizerBioNTech', 'vaccine', 'Dubai']",TweetDeck,2,23,False
1355446251664322560,perron,,"Ni des extrêmes ni de gauche ou de droite ou du centre 
Je bloque le nombre d abonné car cela veut rien dire
La critique est constructif et non négative",2018-04-10 07:49:56,36,77,5064,False,2021-01-30 09:22:24,"@Reuters I boycott the products of this brand and ask my pharmacist for another brand #PfizerBioNTech 
They want to… https://t.co/5GYozIS7HP",['PfizerBioNTech'],Twitter Web App,0,0,False
1432987482161778689,J A Y,PH,Instagram: boss_winzon.jei,2015-08-29 18:57:57,64,79,553,False,2021-09-01 08:43:34,got my first dose of #PfizerBioNTech 💉❤️ https://t.co/cuGwDOvkQO,['PfizerBioNTech'],Twitter for Android,0,0,False
1362726121444311042,The Peninsula Qatar,Qatar,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,2009-07-25 08:41:05,52677,240,771,True,2021-02-19 11:30:00,#NewZealand officials injected a small group of medical professionals with the #PfizerBioNTech COVID-19 vaccine in… https://t.co/zqAUkyOr0v,"['NewZealand', 'PfizerBioNTech']",TweetDeck,0,1,False
1365920880899936260,AlgérieInformations.com🇩🇿🇺🇸,www.AlgeriaInformation.com,"Pour une République Algérienne Démocratique et Populaire. Eclectic news & info for all. 
We search for the truth.",2013-07-12 20:44:13,4887,158,547,False,2021-02-28 07:04:50,"Only in America where you have 3 choices or more of one item.
#johnsonandjohnson #PfizerBioNTech 
#Moderna 

And mo… https://t.co/dzpdTcWSRy","['johnsonandjohnson', 'PfizerBioNTech', 'Moderna']",Twitter for Android,0,0,False
1456344976485408773,Ms. Pherae Anne Marie Gwendolyn Tuesday Le Sann,"43.701224, -79.424110",My Media is RR European Ohlone American eyes transplanted poliosis nonvisible cochlear implant medical head fracture MD Jet Pilot seek way home eyes returned.,2011-05-11 21:32:41,0,145,3806,False,2021-11-04 19:37:54,@CitImmCanada Remit am Canada Allies Overseas #vaccinated #pfizerbioNtech a jet pilot medical doctor started as mer… https://t.co/fhDfTw2Rat,"['vaccinated', 'pfizerbioNtech']",Twitter for iPhone,0,0,False
1346380223676354560,Fiona Callan,"Monaghan, Ireland","Physiotherapist @stjamesdublin. @RCSI_Irl class of 2019. Special interest in musculoskeletal physiotherapy, research and the idea of combining the two.",2011-03-18 01:56:05,198,691,3855,False,2021-01-05 08:57:14,One step closer to normality. Grateful to all those who’ve made this possible @HSELive @stjamesdublin… https://t.co/8LiLyL9NP9,,Twitter for iPhone,0,49,False
1403516800285954051,Jason Veltri🏳️‍🌈,Canada,He/Him - President - Rainbow Collective of Thunder Bay. Advocate/Activist for Gender & Sexual Diversity Tweets are my own,2010-04-30 21:55:10,355,720,13782,False,2021-06-12 00:57:35,"DOSE 2! 🥳🌈 Fully injected with my 5G! Will be fully operational in 10 to 14 days!

All kidding aside, I am so thank… https://t.co/anpLCYL3mM",,Twitter for iPhone,1,20,False
1339680694193123328,Dr. Nina L. Shapiro,"Los Angeles, CA","HYPE @stmartinspress.  
Contributor @forbes Health.  Professor, Ped ENT @UCLAMCH/@UCLAHealth #EatSAFE, #mothercutter #ilooklikeasurgeon.  Tweets are mine.",2011-02-18 00:51:24,13451,7327,26353,True,2020-12-17 21:15:42,"Dose one in the books! 
#CovidVaccine #PfizerBioNTech #SleeveUp #vaccinated #getyours 
#VaccinesWork #myshot… https://t.co/FfGW55cSJJ","['CovidVaccine', 'PfizerBioNTech', 'SleeveUp', 'vaccinated', 'getyours', 'VaccinesWork', 'myshot']",Twitter for iPhone,8,116,False
1429859331584012288,"Subbu Krishnaji, PhD","Boston, MA","Scientist, Boston team sports fan, avid cooking, tech and photography enthusiast",2019-02-17 05:17:08,20,296,378,False,2021-08-23 17:33:24,"Great news on the approval of the COVID Vaccine #PfizerBiontech but, ‘Comirnaty’? Seriously?",['PfizerBiontech'],Twitter for iPhone,0,0,False
1423965649865515019,Dr Lynsey Hall,"Bristol, England","Senior Research Associate @MedicalBristol @BrisPopHealth 👩🏼‍💻👩🏼‍🏫 | pun maker, scicomm partaker 👩🏼‍🔬🤹🏼‍♀️ | Scottish 🏴󠁧󠁢󠁳󠁣󠁴󠁿 | she/they 🏳️‍🌈",2009-05-14 20:21:11,669,332,5512,False,2021-08-07 11:14:01,"Excuse me ma'am, how many Pfizer jabs have you had? 

Now to go and crumble in a heap and hope the tales of jab 2 b… https://t.co/qL4FRXDdfT",,Twitter for Android,0,8,False
1350062371616776192,Andrew Mseri CEO,Arusha,#Tourism and CEO at KITASA do organize tours in Tanzania and plans your safaris and kili climb #yachtzanzibar #wildlifesafaristanzania #Kilimanjaro,2013-06-08 09:04:15,464,1755,6833,False,2021-01-15 12:48:46,@usatodaytravel #usatraveltoday tourism is now open in Tanzania...Now get #vaccine and explore #Serengeti #Zanzibar… https://t.co/4hXF9ZDICZ,"['usatraveltoday', 'vaccine', 'Serengeti', 'Zanzibar']",Twitter for Android,0,0,False
1351786533863510016,Insider,"London, England",The First Integrated Growth Management Platform for Digital Marketers,2012-03-24 20:43:20,2686,237,241,False,2021-01-20 06:59:59,"We’re proud of you Pfizer!

We’ll continue to power your growth with our AI-led technologies.
Here's to more breakt… https://t.co/CqcS8PFQob",,Twitter Web App,0,3,False
1343224860156309505,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,Email:talksavailable@gmail.com,"Hot original songs available/ whtrslugcaviiersong.iam a black female
solo songwriter/singer/#songs for sale and or hire.cheers",2019-09-22 16:45:47,1239,374,13147,False,2020-12-27 15:58:57,@vonderleyen No love lost #eu27 #theeu #eu #eunations #eucountries #euparliament #eupoliticians #vonderleyen… https://t.co/zLCgtsw7Cy,"['eu27', 'theeu', 'eu', 'eunations', 'eucountries', 'euparliament', 'eupoliticians', 'vonderleyen']",Twitter for Android,0,0,False
1371864501067386884,FinanceTweeter,,,2010-08-15 10:10:28,1307,1,1,False,2021-03-16 16:42:39,"After You Get A #COVID19 #Vaccine, Here's What You Can And Cannot Do - https://t.co/hQ7DsH7a83 #UnitedStates #USA… https://t.co/CnBRb40Zx7","['COVID19', 'Vaccine', 'UnitedStates', 'USA']",Twitter Web App,0,1,False
1346236758816673792,Ian Bailey,"Vancouver, British Columbia",Vancouver-based Globe & Mail reporter. Retweets do not equal endorsements. Instagram - ianabailey,2009-11-11 19:50:05,13154,5592,5564,True,2021-01-04 23:27:09,"22,690 people in #BC have been vaccinated with #PfizerBioNTech vaccine and 1,449 with #Moderna vaccine, according t… https://t.co/gs2HCR4kxb","['BC', 'PfizerBioNTech', 'Moderna']",TweetDeck,1,0,False
1353959514614202368,TheRag,Ragbag Of Reviews And Insights,siya@mmvii.co.za/heelextension@gmail.com,2019-02-11 18:11:23,484,5004,70,False,2021-01-26 06:54:38,#Covid19 Vaccine Rollout Needs Spark Even More Innovation https://t.co/EBaYqJexm1 #Ergotron #VaccinationCart  #Pfizer #PfizerBioNTech,"['Covid19', 'Ergotron', 'VaccinationCart', 'Pfizer', 'PfizerBioNTech']",Twitter Web App,1,0,False
1347270869576515584,Dawn MacAdams,,"School nurse since 1997; Nationally Certified School Nurse. MSN Informatics. AHA BLS instructor since 1989; Former ACLS instr. ED/Trauma, Home health.",2009-09-01 22:43:06,252,185,691,False,2021-01-07 19:56:21,More @RichlandTwo Nurses and Athletic trainers get vaccinated against COVID-19 @rsd2_nurses #PfizerBioNTech #NASN… https://t.co/0hzh9JzOPI,"['PfizerBioNTech', 'NASN']",Twitter Web App,8,23,False
1351893942304968705,Adrienne Rennie,"Airdrie, Scotland",Recovery Worker @penumbra_scot. @BeatED ambassador. Feat on @ALLIANCEScot. MH campaigner/blogger  w/ lived experience of orthorexia/anorexia & anxiety.,2018-08-12 20:15:41,426,424,1729,False,2021-01-20 14:06:47,I’ve received my first dose of the #PfizerBioNTech Covid-19 vaccine. The staff from @NHSLanarkshire were excellent… https://t.co/Dl3ZqdNph6,['PfizerBioNTech'],Twitter for iPhone,0,5,False
1429812974206730251,Dr. Abubakarr Jalloh,U.S.A. /Sierra Leone /Mexico,Asst Professor of #PublicHealth | International Civil Servant | Fmr #UN Rep | Multi-Lingual | Global Nomad| #GlobalHealth| #SDGs | #Education| #Youth| #Leisure|,2009-12-10 07:21:41,346,216,1155,False,2021-08-23 14:29:12,"The  #PfizerBioNTech #Covid19 #Vaccine receive full #FDA approval. Hopefully, people on the fence about vaccine  ca… https://t.co/iFaRK9b4c8","['PfizerBioNTech', 'Covid19', 'Vaccine', 'FDA']",Twitter for iPhone,0,0,False
1381116778588213251,DT Next,"Chennai, India",English language newspaper by the Daily Thanthi Group,2015-10-23 12:33:47,8423,428,154,True,2021-04-11 05:27:54,An Israeli study says #coronavirus variant discovered in #SouthAfrica can break through #PfizerBioNTech’s #COVID19… https://t.co/Il6jknSWX4,"['coronavirus', 'SouthAfrica', 'PfizerBioNTech', 'COVID19']",Twitter Web App,1,0,False
1353029752664125443,Screami Mimi,canadian prairies,So tired..... Gab &/or Parler @Screamimimi Truth is always with Christ ✝,2011-03-18 17:41:40,3338,3379,45631,False,2021-01-23 17:20:05,"Nothing makes sense here at all. They know how critical the demand is. They also knew production would be massive,… https://t.co/4xy22MEw0T",,Twitter for iPad,0,0,False
1377469147236294659,SunjayJK✾DIVERSITY,Gurgaon 🌍 🌏 🌎 world,"Diversified Consultant…Designer…Interior…Furniture…Fashion…Green+Smart Architecture+Techs…❤️Nature…Unity, Honest Productive Governance…Historian…Foodie…Writing…",2009-04-18 19:20:12,6663,4924,77767,False,2021-04-01 03:53:31,"@BestWorstOnline @DrEricDing @WHO Congrats students, parents, schools ..., @pfizer + @BioNTech_Group… https://t.co/UXZ5p1iTP0",,Twitter Web App,0,0,False
1383039638600830979,Kim Corti,"Bern, Schweiz",Designer. Feminist. Human being. Views are my own. she/her/hers #CoronaZero,2014-07-02 09:07:35,149,652,9850,False,2021-04-16 12:48:40,"Got my second #PfizerBioNTech shot today.

Side effects: 0
Relief: 100%

#vaccination #VaccinationCovid… https://t.co/CXZ2wgXRfd","['PfizerBioNTech', 'vaccination', 'VaccinationCovid']",Twitter for iPhone,0,9,False
1350803801356304387,ℙ𝕙𝕚𝕝 ⚒ #FBPE #RejoinEU #GTTO,,"With every new day, a new reason to hate this 'vote leave' government, and a new level of passion with which to hate them.",2019-03-13 07:41:01,3184,3753,5844,False,2021-01-17 13:54:57,"@Marie32123495 @tonyrawdin9 @BorisJohnson It is only the UK that is delaying the 2nd #PfizerBioNTech vaccination, f… https://t.co/brrEI3gNay",['PfizerBioNTech'],Twitter for Android,4,21,False
1430582524032466952,▪Doorn▪,world,"‘Truth is the Daughter of Time, not of Authority.’ | ➡️ Twitter suspends scientists, journalists and doctors for their science and/or opinion. | @top_politiek",2010-06-11 08:30:05,1987,952,76,False,2021-08-25 17:27:07,"The “old” vaccine is labeled “#PfizerBioNTech #COVID19vaccine,” and the “new” vaccine is labeled “#COMIRNATY.” Agai… https://t.co/NQWdqsXbGc","['PfizerBioNTech', 'COVID19vaccine', 'COMIRNATY']",Twitter for Android,3,2,False
1345287563297185792,Harshad Shah,"Mumbai, India","Chartered Accountant , Social entrepreneur & Social Activist.",2013-07-18 09:13:49,149,976,574,False,2021-01-02 08:35:23,@asmo17 Is this not a American Media @Reuters attempt to create doubt &amp; discredit potential cheap competetior Briti… https://t.co/tTznSPUZ4C,,Twitter Web App,0,1,False
1362170293570048005,Kempton Lam 🇨🇦,"Calgary, Canada",Independent Reporter. Filmmaker. Debut doc film Long Hair Revolution 長毛革命 collected by 🇨🇦 @LibraryArchives Watch Revolution Trilogy 革命三部曲: https://t.co/0mDS44yqxy,2007-03-12 05:48:25,791,1877,34886,False,2021-02-17 22:41:20,"Well, shall we actually defer 2nd dose base on data (small N)? #PfizerBioNTech #vaccine https://t.co/qhwv1plyD3","['PfizerBioNTech', 'vaccine']",Twitter Web App,0,0,False
1341118690423652353,Forbes Middle East,"309,B No 4, Emaar Busines Park","The Homepage of The World's #Business Leaders.

Follow @ForbesME for breaking news and updates in Arabic.

#technology #entrepreneurship #finance #lifestyle",2020-06-25 15:35:43,2803,4,19,True,2020-12-21 20:29:47,The European Union’s drug regulator has approved the #PfizerBioNTech coronavirus vaccine for emergency use weeks af… https://t.co/xlUFuNHQsS,['PfizerBioNTech'],Twitter Web App,5,4,False
1341162793958051841,COVID-19 Made Simple,"Toronto, Ontario","🇨🇦🌎
Medical and graduate students from @uoft, @mcmasteru and @westernuniversity - committed to providing daily updates on the #covid19 pandemic",2020-04-01 00:34:19,838,1139,75,False,2020-12-21 23:25:02,"December 21, 2020🇨🇦

For more information on the COVID-19 pandemic across Canada and around the world, click the li… https://t.co/mZC9yHDdxm",,Twitter for Android,0,0,False
1370016366787448835,Louise,London,Nurse Specialist in complex congenital gynaecology.  UCLH. All opinions my own.,2011-05-24 09:11:27,157,995,5291,False,2021-03-11 14:18:50,Second jab done! DOUBLE PFIZER #CovidVaccine #PfizerBiontech https://t.co/YJWTnsCd0o,"['CovidVaccine', 'PfizerBiontech']",Twitter for iPhone,0,1,False
1338560750571446273,KFDM News,"Beaumont, Texas",Providing news our viewers have been counting on for more than 50 years,2009-02-09 17:40:37,20014,1127,2550,True,2020-12-14 19:05:26,KFDM’s/FOX 4’s @THEPAIGEREPORT1 is at Baptist hospital getting a first hand look at where the Pfizer COVID-19 vacci… https://t.co/aPCqxD5wIA,,Twitter for iPhone,3,2,False
1347150326332346368,Rachel Waters 💙,"Cottingham, East Yorks",Cardiac physiologist and UNISON branch secretary. Works in and loves the NHS.,2010-05-29 12:34:56,976,2318,30088,False,2021-01-07 11:57:21,I’ve just had my first dose of #PfizerBioNTech vaccine and in the words of Tony the Tiger ‘I feel greeeaaat!’ @HullHospitals #thankyou,"['PfizerBioNTech', 'thankyou']",Twitter for iPhone,0,25,False
1368544460049629190,Yahoo India,World Wide Web,"We endeavour to provide news that is unbiased, accurate and credible.",2009-08-28 04:44:40,101733,167,152,True,2021-03-07 12:50:00,"From Pfizer to Moderna: who's making billions from Covid-19 vaccines?

https://t.co/0WhXUmTFuw

#Pfizer #PfizerBiontech #CoronaVaccine","['Pfizer', 'PfizerBiontech', 'CoronaVaccine']",TweetDeck,0,1,False
1430485409771835406,MDforLives,"Redmond, Washigton 98052, USA",A distinctive community of doctors from all around the world! MDforLives conducts market research on niche sections of healthcare. Join Now!,2016-05-09 12:08:48,1836,3161,6005,False,2021-08-25 11:01:13,#FDAapproved the first #COVID19 vaccine for the prevention of COVID-19 disease in individuals aged 16 and above. Th… https://t.co/8lfKGUJHUK,"['FDAapproved', 'COVID19']",Twitter Web App,0,1,False
1429901514194235396,Your World Events,Germany,Bringing the world latest events to you,2021-01-22 20:40:49,24,1212,66,False,2021-08-23 20:21:01,"U.S. FDA gives full approval to Pfizer-BioNTech Covid-19 vaccine https://t.co/Tzhn3GPxll 
#USA #FDA #COVID19… https://t.co/Yoiu6X7Tou","['USA', 'FDA', 'COVID19']",Twitter Web App,2,0,False
1369641793919270917,C&P Primary Care Research,"Cambridge, England",Improving the quality of services and patient outcomes by supporting the development and set-up of NHS primary care research in Cambridgeshire and Peterborough.,2017-11-21 15:30:59,165,192,145,False,2021-03-10 13:30:25,New data from Addenbrooke's Hospital in Cambridge suggests that a single dose of the Pfizer BioNTech vaccine can re… https://t.co/6bv1hswnzW,,Twitter Web App,0,0,False
